Galaxy,R_kpc,Vobs_kms,errV_kms,Vgas_kms,Vdisk_kms,Vbul_kms,Vbar_kms,gobs_km2s2_per_kpc,gbar_km2s2_per_kpc,log10_gobs,log10_gbar,is_outer
UGC08550,0.49,25.0,2.04,3.42,17.04,0.0,17.379815879346936,1275.5102040816328,616.4448979591835,3.1056839373155616,2.7898942624698324,False
UGC08550,0.97,42.5,2.7,4.1,26.7,0.0,27.012959852633696,1862.1134020618558,752.2680412371134,3.2700061258343784,2.876372611986423,False
UGC08550,1.47,48.0,2.15,10.21,28.91,0.0,30.659944553113593,1567.3469387755101,639.47768707483,3.1951651400029983,2.8058253954928043,True
UGC08550,1.95,49.2,2.08,12.59,27.91,0.0,30.61823312995053,1241.3538461538465,480.7570256410257,3.093895594172203,2.6819256396080413,True
UGC08550,2.44,50.4,2.06,13.04,24.63,0.0,27.868952258741267,1041.0491803278687,318.3108606557377,3.0174712465523212,2.502851456850313,True
UGC08550,2.92,51.6,2.04,12.14,22.08,0.0,25.197341129571587,911.8356164383562,217.43356164383562,2.959916551806004,2.337326579822782,True
UGC08550,3.41,53.2,2.0,13.38,20.22,0.0,24.24608834430824,829.9824046920821,172.39671554252197,2.9190688855975986,2.236528987501765,True
UGC08550,3.89,55.1,2.05,14.95,18.69,0.0,23.9336290603828,780.46529562982,147.25413881748074,2.892353596377862,2.1680675101846596,True
UGC08550,4.39,57.8,2.24,18.33,17.42,0.0,25.287255683446556,761.0113895216401,145.65952164009116,2.8813911565989367,2.1633388793556545,True
UGC08550,4.88,57.3,2.0,21.25,16.4,0.0,26.842550176911285,672.8053278688524,147.64805327868854,2.827889421932069,2.169227725219845,True
UGC08550,5.36,57.5,2.0,22.04,15.57,0.0,26.984930980085906,616.8376865671642,135.85569029850745,2.790170899686491,2.1330778335046428,True
UGC08699,0.22,152.0,39.4,0.62,26.39,158.03,160.21952877224425,105018.18181818182,116683.17,5.021264495067339,5.067008219342449,False
UGC08699,0.43,167.0,32.9,1.83,47.21,231.8,236.56579000354216,64858.139534883725,130147.37906976746,4.81196448671558,5.114435426636583,False
UGC08699,0.65,179.0,20.9,2.76,65.47,250.59,259.01599680328627,49293.84615384615,103214.28707692308,4.692792705316931,5.013739817147894,False
UGC08699,0.87,188.0,15.7,3.59,80.81,244.02,257.077623685921,40625.28735632184,75964.25816091955,4.608796445908741,4.880609301035471,False
UGC08699,1.08,195.0,10.6,4.38,93.2,231.39,249.4929988997687,35208.33333333333,57635.885648148134,4.546645467238086,4.7606929710302,False
UGC08699,1.31,199.0,8.88,5.12,104.66,217.32,241.26316005557084,30229.77099236641,44433.52091603053,4.480434857163649,4.6477107281366195,False
UGC08699,1.52,202.0,4.4,5.84,113.51,203.82,233.36927411293885,26844.736842105263,35829.74875,4.428859150948475,4.554243762760831,False
UGC08699,1.73,202.0,2.3,6.53,120.8,191.4,226.42712050458974,23586.127167630057,29635.399364161847,4.372656635764452,4.471810784130566,False
UGC08699,1.96,202.0,3.38,7.2,127.95,179.83,220.82090344892623,20818.367346938776,24878.50581632653,4.318446667536771,4.3958242934138525,False
UGC08699,2.17,200.0,4.47,7.85,133.72,170.88,217.12354846952923,18433.179723502304,21724.7167281106,4.2656002574794325,4.336954122325745,False
UGC08699,2.39,196.0,2.88,8.49,138.13,162.54,213.47418719835895,16073.640167364016,19067.459665271963,4.206114241764815,4.280292836368298,False
UGC08699,2.6,193.0,3.32,9.1,140.07,156.06,209.89792400116778,14326.538461538461,16945.053269230768,4.1561412700447296,4.229042938443189,False
UGC08699,2.83,189.0,2.21,9.69,139.86,149.58,205.00949270704518,12622.261484098939,14851.198621908132,4.101137172822198,4.171761506439315,False
UGC08699,3.04,184.0,14.0,10.26,138.24,144.32,200.10953900301706,11136.842105263158,13172.311710526317,4.046762062410319,4.11966199933715,False
UGC08699,5.87,170.0,5.45,16.97,124.36,103.86,162.91190901834034,4923.3390119250425,4521.344139693356,3.6922597415089333,3.65526756438482,False
UGC08699,6.08,172.0,6.66,17.59,125.28,102.05,162.5382693398696,4865.789473684211,4345.179111842105,3.6871533145423627,3.638007683127935,False
UGC08699,6.3,174.0,3.96,18.32,126.27,100.25,162.264591947843,4805.714285714286,4179.332984126984,3.6817579471116177,3.621106974495577,False
UGC08699,6.52,176.0,5.18,18.94,127.31,98.55,162.10694679747687,4750.920245398774,4030.4696625766874,3.6767777398963797,3.605355656558165,False
UGC08699,6.74,178.0,3.04,19.56,128.27,96.92,161.95453960911377,4700.890207715133,3891.583516320475,3.6721801080824683,3.5901263551722833,False
UGC08699,6.95,180.0,2.75,20.18,129.11,95.45,161.82498879962887,4661.8705035971225,3767.960719424461,3.6685602056164983,3.576106366672293,False
UGC08699,7.16,182.0,2.34,20.9,130.08,94.04,161.8676558179552,4626.256983240223,3659.376815642459,3.665229753662294,3.5634071322327796,False
UGC08699,7.39,183.0,3.39,21.52,131.37,92.56,162.13741363423804,4531.664411366712,3557.312706359946,3.656257741066033,3.551122043616297,False
UGC08699,7.6,184.0,7.58,22.25,132.89,91.28,162.74782026190087,4454.736842105263,3485.1122368421047,3.6488220537382814,3.5422167689638115,False
UGC08699,7.82,185.0,6.08,22.97,134.56,89.98,163.4943879770801,4376.598465473146,3418.21162404092,3.6411367037461795,3.5337989467136035,True
UGC08699,8.03,186.0,6.73,23.7,136.18,88.8,164.29279472940985,4308.3437110834375,3361.4100124533006,3.6343103431571517,3.526521489347077,True
UGC08699,8.26,187.0,6.83,24.42,137.94,87.55,165.1931672315777,4233.535108958838,3303.726694915254,3.6267031657526156,3.519004112558865,True
UGC08699,8.47,187.0,6.11,25.15,139.4,86.46,165.95244529683796,4128.571428571428,3251.501074380165,3.615799802742291,3.5120839018460854,True
UGC08699,8.68,188.0,4.78,25.77,140.55,85.41,166.47301132616062,4071.889400921659,3192.7722926267284,3.609795973350868,3.5041679459174313,True
UGC08699,8.91,188.0,4.14,26.49,141.3,84.3,166.6550332273226,3966.7789001122333,3117.160505050505,3.5984379944904847,3.4937591650176487,True
UGC08699,9.53,187.0,5.93,28.25,140.15,81.51,164.5720665848248,3669.3599160545646,2841.9690556138517,3.5645903124346714,3.4536193448619246,True
UGC08699,9.78,187.0,7.63,28.97,138.99,80.46,163.1909697256561,3575.5623721881393,2723.0360531697343,3.5533443582853965,3.4350533914644656,True
UGC08699,9.99,186.0,7.89,29.6,137.71,79.61,161.79603270785103,3463.063063063063,2620.416036036036,3.53946040020985,3.4183702484994276,True
UGC08699,10.21,186.0,9.86,30.11,136.12,78.75,160.11504926146074,3388.442703232125,2510.9528893241913,3.530000146348922,3.3998385645255564,True
UGC08699,11.46,182.0,2.51,33.53,126.5,74.33,150.5040192154349,2890.4013961605583,1976.567172774869,3.4609581583387783,3.295911578238687,True
UGC08699,13.39,177.0,3.62,37.77,114.46,68.77,138.76951178122664,2339.731142643764,1438.1611202389843,3.3691659557116043,3.157807543703971,True
UGC08699,15.21,175.0,6.71,39.12,106.58,64.52,130.58522581057935,2013.4779750164364,1121.1374884944114,3.3039468833195906,3.0496588747118856,True
UGC08699,17.13,177.0,6.13,39.12,99.72,60.8,123.17099009101128,1828.8966725043783,885.6446468184471,3.262189169758103,2.94725950192909,True
UGC08699,19.06,180.0,3.95,39.01,94.0,57.64,116.96217208995394,1699.8950682056663,717.7413273871983,3.2304221139043046,2.855967953532683,True
UGC08699,20.99,181.0,4.46,38.7,89.28,54.92,111.7354679589252,1560.7908527870416,594.7982277274893,3.1933447111559685,2.774369665819455,True
UGC08699,22.92,182.0,7.09,37.05,85.64,52.56,107.09559141253202,1445.2006980802792,500.41298865619547,3.159928162674797,2.6993285736602814,True
UGC08699,25.7,183.0,7.49,34.05,80.57,49.64,100.57363968754436,1303.0739299610896,393.5819844357976,3.1149690561295644,2.5950352111028367,True
UGC08837,0.52,7.31,2.12,-3.67,11.19,0.0,11.776459569836767,102.76173076923075,266.70192307692304,2.0118314102809216,2.4260261472185034,False
UGC08837,1.05,14.6,2.05,-4.64,16.58,0.0,17.217026456389036,203.00952380952378,282.31047619047615,2.307516412498936,2.450726994573757,False
UGC08837,1.57,21.0,2.05,2.4,20.63,0.0,20.769133347349857,280.89171974522293,274.7496178343949,2.4485389370586046,2.4389370970098905,False
UGC08837,2.09,28.1,2.06,12.6,23.82,0.0,26.94721506946497,377.80382775119625,347.4413397129187,2.577266353699106,2.540881490970815,False
UGC08837,2.63,35.3,2.5,16.76,25.79,0.0,30.75746576036459,473.7984790874524,359.70406844106463,2.675593662285887,2.5559453499439266,False
UGC08837,3.15,43.0,3.38,17.12,27.83,0.0,32.674199301589624,586.984126984127,338.92168253968254,2.7686263573695724,2.5300993537477274,False
UGC08837,3.68,46.6,3.15,20.09,26.92,0.0,33.590095266313256,590.0978260869565,306.6017663043478,2.7709240147064826,2.486574652455806,False
UGC08837,4.2,48.0,3.0,22.95,25.81,0.0,34.53778510559124,548.5714285714286,284.0139523809524,2.739233184353274,2.4533396755865358,False
UGC09037,2.43,62.2,5.69,10.89,136.53,0.0,136.96361925708595,1592.1152263374486,7719.766666666667,3.2019744957833254,3.8876041737929192,False
UGC09037,3.65,88.2,3.85,14.29,148.1,0.0,148.78781569738834,2131.2986301369865,6065.154547945204,3.3286443058071646,3.782841871726028,False
UGC09037,4.86,107.0,4.42,16.72,150.72,0.0,151.64457392204972,2355.761316872428,4731.70304526749,3.372131286108126,3.675017481127391,False
UGC09037,6.08,120.0,3.93,25.95,151.05,0.0,153.2628624292265,2368.4210526315787,3863.4054276315796,3.3744589128225146,3.5869702856090155,False
UGC09037,7.29,124.0,5.15,32.85,157.64,0.0,161.02637082167627,2109.190672153635,3556.8576268861448,3.3241158420064956,3.551066481689801,False
UGC09037,8.51,128.0,4.29,38.2,155.32,0.0,159.9485617315767,1925.2643948296122,3006.291703877791,3.284490379211149,3.47803111837932,False
UGC09037,9.73,133.0,5.36,40.33,153.04,0.0,158.26481131319116,1817.9856115107914,2574.2806269270295,3.2595904416658197,3.410655888365862,False
UGC09037,10.96,138.0,6.78,39.17,152.74,0.0,157.682581473034,1737.5912408759123,2268.5945711678833,3.2399476186541225,3.3557568884643962,True
UGC09037,12.19,143.0,6.42,46.36,150.89,0.0,157.8513278373039,1677.5225594749795,2044.0559228876125,3.2246683693117415,3.3104927733948024,True
UGC09037,13.41,146.0,5.4,53.75,145.59,0.0,155.19507273106322,1589.5600298284862,1796.0858016405668,3.201276933717275,3.254327079708214,True
UGC09037,14.55,148.0,4.5,56.66,141.61,0.0,152.52458064194113,1505.4295532646047,1598.8830034364262,3.1776604374679884,3.2038166858719785,True
UGC09037,15.78,154.0,4.46,60.84,137.81,0.0,150.64229718110383,1502.915082382763,1438.09262991128,3.1769344427995247,3.157786860569606,True
UGC09037,17.0,158.0,4.02,62.11,133.01,0.0,146.79683988424273,1468.4705882352941,1267.6065999999998,3.166865252530571,3.1029844917490284,True
UGC09037,18.23,159.0,5.07,60.94,128.36,0.0,142.09142549781112,1386.780032912781,1107.513614920461,3.142007579985927,3.044349073810216,True
UGC09037,19.46,160.0,7.33,60.06,123.99,0.0,137.7705472878728,1315.51901336074,975.3712076053442,3.1190971293795164,2.989169931322516,True
UGC09037,20.69,158.0,7.82,64.05,120.09,0.0,136.10294118791114,1206.5732237796035,895.3122571290479,3.0815536832431105,2.9519745301726505,True
UGC09037,21.92,155.0,8.07,63.17,117.0,0.0,132.96408876083797,1096.0310218978102,806.5442016423357,3.0398228465282515,2.9066281733410086,True
UGC09037,23.14,156.0,7.93,61.23,113.92,0.0,129.33243715325247,1051.685393258427,722.8556309420916,3.0218858420931927,2.8590515684620335,True
UGC09037,24.28,154.0,9.09,62.4,110.72,0.0,127.09318785835849,976.7710049423393,665.2668204283361,2.9897927592697062,2.8229958639477553,True
UGC09037,25.51,150.0,13.4,60.16,107.64,0.0,123.31096950393342,882.0070560564484,596.0641003528028,2.945472059501572,2.7752929660029766,True
UGC09037,26.73,141.0,20.1,64.54,105.08,0.0,123.3175494404588,743.7710437710438,568.9194912083801,2.8714392665542228,2.7550508129719185,True
UGC09037,27.96,152.0,16.0,66.58,102.79,0.0,122.46910018449552,826.3233190271817,536.4334942775394,2.9171500088159013,2.7295158868636995,True
UGC09133,0.32,284.0,34.7,-3.24,26.79,189.88,191.7879456587405,252050.0,114945.6753125,5.40148670177417,5.0604926361250975,False
UGC09133,0.63,282.0,18.8,-2.41,50.47,292.13,296.4674786549108,126228.57142857143,139512.64428571428,5.101157667185141,5.1446135702953555,False
UGC09133,0.95,281.0,12.6,-0.21,72.14,320.6,328.6161646967477,83116.84210526316,113672.19336842108,4.919689034521312,5.055654240029949,False
UGC09133,1.26,280.0,10.6,2.45,90.82,326.59,338.99159724099354,62222.22222222222,91202.62142857142,4.7939455175668755,4.960007321394223,False
UGC09133,1.58,280.0,10.8,3.54,108.12,325.9,343.38502588202647,49620.25316455696,74628.65569620252,4.695658975730016,4.872905618640635,False
UGC09133,1.89,279.0,7.67,4.4,123.29,320.4,343.33066291841743,41185.71428571429,62368.22439153439,4.614746602373951,4.794963379966867,False
UGC09133,2.21,279.0,11.2,5.23,137.43,313.32,342.17507244099477,35222.17194570136,52979.08606334842,4.546816132862085,4.724104462057321,False
UGC09133,2.52,279.0,4.45,6.01,149.84,305.5,340.32101859861666,30889.285714285714,45959.68083333333,4.489807865765651,4.662377004071874,False
UGC09133,2.84,279.0,5.03,6.75,161.33,297.22,338.24940472970536,27408.80281690141,40286.147816901415,4.437890066500158,4.605155741902,False
UGC09133,3.15,279.0,4.26,7.48,171.56,290.7,337.63186164815664,24711.428571428572,36188.97587301587,4.392897852757595,4.558576293000675,False
UGC09133,3.47,279.0,4.14,8.19,181.11,286.88,339.3641740078054,22432.56484149856,33189.63763688761,4.350878931756322,4.521002510825017,False
UGC09133,3.79,279.0,5.73,8.9,189.8,283.42,341.21861965607917,20538.522427440632,30720.355250659635,4.312569196579123,4.487426233576567,False
UGC09133,4.1,280.0,4.52,9.6,197.34,279.37,342.17368762077547,19121.951219512197,28556.788414634153,4.281532205964703,4.455709363740344,False
UGC09133,4.42,280.0,4.86,10.25,204.41,274.03,342.02478199686055,17737.556561085974,26466.278619909503,4.248893793335347,4.4226928801582845,False
UGC09133,4.73,280.0,1.59,10.97,210.6,267.5,340.63022605165264,16575.05285412262,24530.433594080336,4.219454921946626,4.389705224759677,False
UGC09133,5.05,281.0,1.85,11.69,215.35,260.4,338.11305594430985,15635.841584158416,22637.710613861385,4.194121261691499,4.35483250387484,False
UGC09133,5.36,282.0,4.81,12.31,218.91,253.49,335.15713374475564,14836.567164179103,20957.146324626865,4.171333426945952,4.321332145685626,False
UGC09133,5.68,282.0,20.3,13.02,222.04,246.69,332.15544267706946,14000.704225352114,19423.809524647888,4.1461498809277035,4.28833441060192,False
UGC09133,5.99,283.0,12.8,13.74,224.98,240.45,329.5769872123962,13370.450751252087,18133.72128547579,4.126146048659269,4.258486936357511,False
UGC09133,6.31,284.0,8.08,14.46,228.22,234.35,327.43454689449004,12782.250396196514,16991.027337559433,4.106607320849941,4.230219638642113,False
UGC09133,6.62,284.0,7.81,15.07,231.93,228.92,326.22537638877816,12183.68580060423,16075.981299093655,4.085778690654376,4.206177492313158,False
UGC09133,6.94,285.0,10.4,15.79,235.94,223.68,325.49923210354893,11703.890489913543,15266.534596541787,4.068330249562165,4.183740466237839,False
UGC09133,7.57,286.0,6.82,17.23,242.45,214.14,323.93643666620767,10805.284015852047,13861.93064729194,4.033636186758013,4.141823721695193,False
UGC09133,7.89,287.0,13.4,17.95,243.91,209.75,322.19458887448747,10439.670468948036,13157.078973384032,4.018686790258564,4.119159481485316,False
UGC09133,8.2,287.0,10.5,18.77,244.06,205.73,319.75370115137054,10045.0,12468.588951219512,4.001949941084268,4.095817307899303,False
UGC09133,8.31,288.0,2.93,18.97,244.14,204.35,318.9406261359628,9981.227436823105,12241.04969915764,3.999183951734351,4.087818661192298,False
UGC09133,8.52,288.0,5.58,19.59,244.43,201.86,317.61179543587485,9735.211267605635,11840.053122065729,3.9883453807517615,4.073353650914625,False
UGC09133,8.83,288.0,5.74,20.3,245.34,198.26,316.08674948501084,9393.431483578708,11314.930147225366,3.972824271940893,4.053651877179991,False
UGC09133,9.15,288.0,7.0,21.12,245.9,194.78,314.40755843331755,9064.918032786885,10803.509595628415,3.9573638814520136,4.033564862006869,False
UGC09133,9.78,289.0,12.7,22.56,245.25,188.37,310.06414336391754,8539.97955010225,9830.24263803681,3.9314568307254945,3.9925642375737413,False
UGC09133,10.1,289.0,3.89,23.18,244.0,185.3,307.26113063646693,8269.405940594059,9347.465584158417,3.917474311730453,3.970693874827851,False
UGC09133,11.04,288.0,5.02,25.23,239.18,177.32,298.8076433092032,7513.04347826087,8087.500697463769,3.875815902125282,3.9078143311301914,False
UGC09133,11.36,288.0,3.39,25.74,237.64,174.8,296.1255767406794,7301.408450704225,7719.221584507042,3.8634066441434616,3.88757350777124,False
UGC09133,11.67,288.0,10.7,26.35,236.26,172.47,293.69884405628835,7107.45501285347,7391.5176520994,3.8517141194730917,3.8687336184032723,False
UGC09133,13.57,285.0,4.07,29.02,230.28,159.94,281.87203195776624,5985.63006632277,5854.962593957258,3.777109872357283,3.7675241248072124,False
UGC09133,13.88,284.0,8.92,29.38,229.01,158.15,279.8574404942631,5810.951008645533,5642.66476945245,3.7642472139752394,3.7514842496140792,False
UGC09133,14.2,284.0,5.69,29.84,228.03,156.35,278.088886868929,5680.0,5446.016126760564,3.754348335711019,3.7360789230400737,False
UGC09133,16.61,278.0,9.14,32.61,219.86,144.57,265.14584024645757,4652.859723058399,4232.529596628538,3.6677199593847583,3.6266000036640245,False
UGC09133,19.35,273.0,6.1,35.69,212.46,133.94,253.67883494686743,3851.627906976744,3325.733917312661,3.585644324726582,3.521887499584203,True
UGC09133,22.19,269.0,2.26,39.89,201.82,125.08,240.76447183918143,3260.9734114465973,2612.3267643082463,3.5133472577728075,3.4170274999613897,True
UGC09133,24.92,265.0,1.32,44.61,194.49,118.03,231.83505580476825,2818.0176565008023,2156.801488764045,3.4499437098864836,3.333810174633502,True
UGC09133,27.66,262.0,3.15,49.22,187.22,112.03,223.66192724735248,2481.706435285611,1808.5559544468545,3.394750406866199,3.257331949830614,True
UGC09133,30.5,257.0,4.71,51.48,179.93,106.69,215.42458401955892,2165.5409836065573,1521.565619672131,3.3355664073158033,3.1822906866626304,True
UGC09133,33.23,252.0,4.96,51.89,173.14,102.21,207.64613119439522,1911.0442371351191,1297.5298164309359,3.281270740284377,3.1131173464531683,True
UGC09133,35.96,247.0,2.58,50.25,166.11,98.25,199.42581853912498,1696.579532814238,1105.9693298109012,3.2295742234581404,3.0437430834979984,True
UGC09133,38.8,242.0,2.52,48.3,159.33,94.59,191.48422128206806,1509.381443298969,945.0053350515467,3.1787990063666554,2.975434260336678,True
UGC09133,41.54,238.0,2.3,47.17,153.43,91.42,184.72517478676264,1363.6013480982185,821.45859894078,3.134687421913944,2.9145856801208625,True
UGC09133,44.27,235.0,0.63,47.68,147.95,88.55,178.89574449941506,1247.4587756946012,722.9204291845492,3.0960262025646244,2.859090497753964,True
UGC09133,47.11,236.0,1.4,49.73,142.73,85.84,173.82011218498278,1182.2542984504353,641.33796221609,3.0727109017019796,2.807086947531483,True
UGC09133,49.84,239.0,2.07,50.56,138.21,83.46,169.18596070596402,1146.0874799357944,574.3155959069021,3.059217768245162,2.7591506099854004,True
UGC09133,52.58,242.0,2.63,49.43,133.98,81.25,164.30315821675492,1113.807531380753,513.4181780144542,3.0468101501905185,2.7104712411792304,True
UGC09133,55.42,245.0,1.64,49.12,129.96,79.14,159.8921999348311,1083.0927463009743,461.30486466979426,3.034665647282852,2.663988034465427,True
UGC09133,58.15,247.0,1.31,50.56,126.43,77.26,156.556590726804,1049.1659501289769,421.4955477214102,3.0208441874548644,2.624792991510617,True
UGC09133,60.89,246.0,2.14,53.22,123.2,75.51,153.9882089641931,993.8577763179504,389.42960256199706,2.9973242401522358,2.5904289614127722,True
UGC09133,63.62,243.0,4.0,53.84,120.17,73.87,150.984606500133,928.1515246777743,358.3205187048099,2.96761888242528,2.554271678121811,True
UGC09133,66.46,239.0,4.67,53.63,117.27,72.27,147.822131969472,859.4793860969005,328.7899894673488,2.9342354649535833,2.516918586285062,True
UGC09133,69.19,234.0,5.12,53.12,114.7,70.83,144.89552546576448,791.386038444862,303.43565977742446,2.898388384216792,2.4820666177642194,True
UGC09133,71.93,230.0,2.1,53.02,112.26,69.47,142.26562796403073,735.4372306409008,281.37785207840955,2.8665456117343995,2.449289910089919,True
UGC09133,74.77,228.0,1.32,53.32,109.91,68.14,139.87955568988627,695.2521064598101,261.68637287682225,2.842142313354228,2.417781107666667,True
UGC09133,77.5,228.0,1.6,54.04,107.81,66.93,137.92368397052047,670.7612903225806,245.45732387096777,2.8265679914945974,2.3899759949581716,True
UGC09133,80.23,227.0,3.16,54.66,105.81,65.78,136.05322524659238,642.2659852922847,230.71768789729526,2.8077149221837505,2.36308089084413,True
UGC09133,83.07,226.0,3.48,54.96,103.86,64.64,134.1112627634234,614.854941615505,216.51415432767547,2.788772667829565,2.3354862930472104,True
UGC09133,85.81,224.0,3.71,54.86,102.09,63.6,132.20040733674008,584.733714019345,203.6702913413355,2.7669581346966208,2.3089276846335283,True
UGC09133,88.54,222.0,1.49,54.35,100.4,62.62,130.21269868949034,556.6297718545289,191.49928732776146,2.7455664312584482,2.2821671620634065,True
UGC09133,91.38,222.0,1.18,53.73,98.74,61.64,128.2029254736412,539.3302692055155,179.86419457211645,2.731854795181591,2.2549447172787223,True
UGC09133,94.12,224.0,1.22,53.22,97.22,60.73,126.38128698505962,533.1066723331917,169.70069804504885,2.726814118164342,2.229683628743659,True
UGC09133,99.69,227.0,2.8,52.91,94.34,59.01,123.21397566834698,516.8923663356405,152.28893369445282,2.713400118387872,2.1826683458176652,True
UGC09133,108.31,229.0,4.12,51.38,90.37,56.61,118.36947832950858,484.17505308835746,129.36324808420275,2.685002408845535,2.1118109114077503,True
UGC09992,0.78,28.1,5.66,6.39,20.31,0.0,21.291505348377786,1012.3205128205129,581.1899999999998,3.0053180371196793,2.764318133185892,False
UGC09992,1.55,31.3,5.66,10.35,23.49,0.0,25.66909815322696,632.0580645161291,425.09845161290315,2.8007569769226057,2.6284895230871026,False
UGC09992,2.34,33.0,5.66,14.5,22.94,0.0,27.138415576448086,465.3846153846154,314.74085470085475,2.667812022345632,2.4979531198421516,False
UGC09992,3.12,33.4,5.66,17.55,22.52,0.0,28.550882648352573,357.55128205128204,261.26695512820515,2.5533383396046863,2.417084483921727,True
UGC09992,3.89,34.3,5.66,17.55,22.05,0.0,28.181642961332116,302.43958868894595,204.16580976863753,2.4806386387598334,2.3099830155567447,True
UGC10310,1.1,33.2,5.06,3.45,21.28,0.0,21.557850078335733,1002.0363636363637,422.49172727272725,3.0008834822498476,2.6258182095342804,False
UGC10310,2.21,54.6,5.06,6.51,35.54,0.0,36.13131190532666,1348.9411764705883,590.7111764705883,3.129993011724364,2.771375187945278,False
UGC10310,3.31,65.7,5.06,11.85,39.59,0.0,41.32542316782734,1304.0755287009065,515.948821752266,3.115302745343843,2.712606625013073,False
UGC10310,4.42,69.2,5.06,18.75,38.75,0.0,43.047938394306414,1083.4027149321269,419.25904977375563,3.0347899195644237,2.622482445695265,False
UGC10310,5.52,70.9,5.06,26.75,39.1,0.0,47.37480870673781,910.6539855072465,406.58922101449286,2.959353392636934,2.6091558609818586,True
UGC10310,6.64,72.4,5.06,30.8,37.98,0.0,48.8990838359984,789.4216867469881,360.1084939759036,2.8973090530262766,2.5564333653128535,True
UGC10310,7.74,73.2,5.06,30.9,35.45,0.0,47.02672112746114,692.2790697674419,285.7251291989664,2.840281201433891,2.455948437766425,True
UGC11455,0.62,35.1,4.01,0.82,71.2,0.0,71.20472175354666,1987.1129032258063,8177.600645161292,3.2982225434333943,3.912625897874268,False
UGC11455,1.23,64.6,4.19,1.0,112.64,0.0,112.64443883299343,3392.8130081300806,10316.072845528455,3.53055992455077,4.013514400187433,False
UGC11455,1.83,80.1,6.32,2.09,139.71,0.0,139.72563186473698,3506.0163934426223,10668.443825136614,3.544813942438046,4.028101074771713,False
UGC11455,2.47,113.0,10.4,3.39,159.08,0.0,159.1161164055986,5169.635627530364,10250.177530364374,3.7134599337071736,4.010731387322498,False
UGC11455,3.08,136.0,7.59,2.17,171.23,0.0,171.24374966695865,6005.194805194805,9520.916168831167,3.778527100239991,3.978678741233584,False
UGC11455,3.68,150.0,7.75,0.18,180.9,0.0,180.90008955221666,6114.130434782608,8892.620217391304,3.7863346994378446,3.94902974502979,False
UGC11455,4.32,171.0,9.19,0.0,190.21,0.0,190.21,6768.75,8374.963912037038,3.8305084739693958,3.922982944325367,False
UGC11455,4.91,192.0,9.16,0.2,198.61,0.0,198.61010069983854,7507.942973523422,8033.802871690429,3.8755209652841307,3.9049211710865404,False
UGC11455,5.53,197.0,9.96,0.2,213.09,0.0,213.09009385703504,7017.9023508137425,8211.100922242314,3.8462073210184875,3.9144013900549575,False
UGC11455,6.17,195.0,12.4,0.0,230.24,0.0,230.24,6162.8849270664505,8591.646288492708,3.789784058691794,3.9340763891518185,False
UGC11455,6.78,196.0,7.09,0.58,253.17,0.0,253.17066437484416,5666.076696165192,9453.596651917404,3.753282448845889,3.975597068711188,False
UGC11455,7.38,216.0,5.99,2.58,275.53,0.0,275.54207900064915,6321.951219512195,10287.728631436314,3.8008511404788203,4.012319499959606,False
UGC11455,8.0,225.0,5.24,0.0,287.96,0.0,287.96,6328.125,10365.1202,3.801275049230781,4.015574342792064,False
UGC11455,8.62,240.0,6.15,0.0,290.86,0.0,290.86,6682.134570765662,9814.331740139212,3.8249152175984995,3.9918607337424015,False
UGC11455,9.23,247.0,4.37,7.92,295.63,0.0,295.7360703397541,6609.859154929577,9475.603824485373,3.820192205493419,3.9766068945542448,False
UGC11455,9.85,254.0,6.48,16.06,302.1,0.0,302.52658329475776,6549.847715736041,9291.60747208122,3.8162312027422645,3.9680908545601916,False
UGC11455,10.43,257.0,7.41,21.24,307.81,0.0,308.54194803948457,6332.598274209013,9127.337842761266,3.8015819382360583,3.9603441259691152,False
UGC11455,11.05,273.0,5.38,23.48,312.49,0.0,313.37088329964547,6744.7058823529405,8886.996425339366,3.8289630160603827,3.948755005479882,False
UGC11455,11.67,272.0,5.98,24.19,316.07,0.0,316.9943232930205,6339.674378748929,8610.574207369322,3.802066952023027,3.9350321139132167,False
UGC11455,12.19,270.0,20.9,23.78,319.44,0.0,320.3239016995141,5980.311730926989,8417.342247744053,3.7767238226995925,3.925174985876728,False
UGC11455,12.91,279.0,9.4,22.46,323.2,0.0,323.97946169471913,6029.512006196746,8130.340170410534,3.780282164280775,3.9101087166938946,False
UGC11455,14.56,287.0,10.8,23.48,326.62,0.0,327.4628754530809,5657.211538461538,7364.830686813187,3.7526024184909663,3.8671627671151105,False
UGC11455,16.63,291.0,10.0,24.49,316.26,0.0,317.20679012278407,5092.062537582682,6050.520006013228,3.7068937287522954,3.7817927012701893,True
UGC11455,17.77,286.0,9.67,24.49,310.12,0.0,311.0854778031273,4603.038829487901,5445.929909960609,3.6630446384527846,3.7360720475964495,True
UGC11455,18.49,288.0,6.96,26.12,307.21,0.0,308.31840441335964,4485.884261763115,5141.170281233099,3.6518480643592888,3.7110619884177445,True
UGC11455,20.24,289.0,6.63,41.26,301.54,0.0,304.3497317232266,4126.53162055336,4576.519723320159,3.6155851773453342,3.6605353383709063,True
UGC11455,22.62,288.0,10.0,55.9,294.39,0.0,299.6502663105775,3666.8435013262597,3969.508492484527,3.564292374929025,3.59873673542393,True
UGC11455,24.89,269.0,8.23,53.66,286.32,0.0,291.30488839015385,2907.2318200080354,3409.3426275612696,3.463479663396223,3.5326706485688564,True
