Galaxy,R_kpc,Vobs_kms,errV_kms,Vgas_kms,Vdisk_kms,Vbul_kms,Vbar_kms,gobs_km2s2_per_kpc,gbar_km2s2_per_kpc,log10_gobs,log10_gbar,is_outer
KK98-251,0.57,9.56,2.0,4.8,4.8,0.0,6.788225099390856,160.33964912280703,80.8421052631579,2.2050409288797086,1.9076376147426644,False
KK98-251,0.74,12.3,2.0,6.44,6.36,0.0,9.051143574156804,204.44594594594597,110.70702702702704,2.31057850314782,2.044175188197647,False
KK98-251,0.9,15.1,2.0,8.03,7.43,0.0,10.940100547984008,253.34444444444443,132.9842222222222,2.4037113851470138,2.1238001175964407,False
KK98-251,1.07,17.5,2.0,9.79,8.56,0.0,13.004526135157713,286.21495327102804,158.05392523364483,2.456692319687379,2.1988052859151996,False
KK98-251,1.24,19.7,2.0,11.57,9.52,0.0,14.983167221919402,312.97580645161287,181.04459677419354,2.4955107671609507,2.2577855679480123,False
KK98-251,1.4,21.8,2.0,13.11,10.08,0.0,16.537185371156724,339.4571428571429,195.34178571428572,2.5307849515309715,2.290795153498024,False
KK98-251,1.57,24.4,2.0,14.44,10.55,0.0,17.883402920026153,379.21019108280245,203.70452229299363,2.578880000268225,2.309000670556825,False
KK98-251,1.72,27.3,2.0,15.54,10.95,0.0,19.01036822368257,433.30813953488376,210.1128488372093,2.6367968471739633,2.322452611227826,False
KK98-251,1.89,30.3,2.0,16.53,11.36,0.0,20.057180759019946,485.7619047619048,212.85211640211642,2.6864234528313657,2.328077972752249,False
KK98-251,2.06,32.6,2.0,17.3,11.57,0.0,20.81237372334064,515.9029126213592,210.26936893203882,2.7125679797667246,2.3227760112850087,False
KK98-251,2.46,33.3,2.0,18.07,12.23,0.0,21.81966544198146,450.76829268292676,193.53569105691057,2.6539533599092606,2.2867610675446923,False
KK98-251,2.79,34.6,2.0,18.07,12.94,0.0,22.22540213359479,429.0896057347671,177.04964157706092,2.6325479943119556,2.2480950519003304,False
KK98-251,3.13,34.2,2.0,17.41,12.45,0.0,21.403518402356188,373.6869009584665,146.361214057508,2.5725078745658214,2.165426003276237,False
NGC0024,0.21,17.4,6.51,1.51,18.55,0.0,18.6113567479644,1441.7142857142856,1649.4409523809525,3.15887920183128,3.217336773040425,False
NGC0024,0.32,31.0,8.86,2.27,25.65,0.0,25.750250484218594,3003.125,2072.110625,3.4775734093486395,3.316412937629453,False
NGC0024,0.43,36.1,8.16,3.03,29.58,0.0,29.73478266273355,3030.720930232558,2056.1797674418603,3.4815459482317292,3.3130610814298,False
NGC0024,0.54,46.0,8.52,3.84,33.96,0.0,34.17641291885384,3918.5185185185182,2163.0133333333333,3.5931219035401796,3.3350591965427645,False
NGC0024,0.64,58.0,6.9,4.53,36.83,0.0,37.10754370744579,5256.25,2151.5153124999997,3.7206760131419876,3.3327444413368124,False
NGC0024,0.74,63.4,9.55,5.28,39.62,0.0,39.970273954527755,5431.8378378378375,2158.9497297297294,3.734946796032489,3.3342425300808003,False
NGC0024,0.85,71.9,8.52,6.04,43.11,0.0,43.5310659184909,6081.89411764706,2229.357294117647,3.7840388550514725,3.348179677465703,False
NGC0024,0.96,76.4,6.82,6.8,46.75,0.0,47.24195698740686,6080.166666666668,2324.794270833333,3.7839154841118114,3.3663845266904677,False
NGC0024,1.07,78.1,6.65,7.62,50.04,0.0,50.616854900319524,5700.570093457943,2394.4542056074765,3.755918290069391,3.3792065354934073,False
NGC0024,1.17,80.5,6.14,8.31,52.76,0.0,53.410426884644906,5538.675213675214,2438.182649572649,3.7434058989895753,3.3870662364465525,False
NGC0024,1.28,82.8,5.8,9.07,55.72,0.0,56.45337279560894,5356.124999999999,2489.8307031249997,3.728850703921892,3.3961698181004643,False
NGC0024,1.38,85.6,6.48,9.82,58.31,0.0,59.131112791828976,5309.681159420289,2533.6873188405802,3.72506844295307,3.403753017776693,False
NGC0024,1.48,88.0,7.5,10.57,61.08,0.0,61.98783187045664,5232.4324324324325,2596.2779054054054,3.71870362890538,3.4143511774674513,False
NGC0024,1.59,92.0,8.52,11.19,63.47,0.0,64.44887120811349,5323.270440251572,2612.362893081761,3.726178530370659,3.417033506261478,False
NGC0024,1.7,92.4,8.52,11.92,65.59,0.0,66.66434204280426,5022.211764705882,2614.196764705883,3.7008950210619393,3.4173382728428265,False
NGC0024,1.8,95.1,9.2,12.54,66.83,0.0,67.9963271066901,5024.449999999999,2568.6113888888885,3.7010885287715216,3.4096984038274813,False
NGC0024,1.91,96.5,8.52,13.26,68.03,0.0,69.31023373211202,4875.523560209424,2515.135340314136,3.6880212594398576,3.4005613595590076,False
NGC0024,2.02,101.0,8.86,13.88,68.59,0.0,69.98030079958217,5050.0,2424.377475247525,3.7032913781186614,3.3846002403515225,False
NGC0024,2.13,99.9,9.55,14.61,69.0,0.0,70.52979583126553,4685.450704225354,2335.423521126761,3.670751373013227,3.368365649874084,False
NGC0024,2.23,103.0,8.18,15.23,69.17,0.0,70.82684378115405,4757.399103139013,2249.5254708520183,3.677369586362184,3.3520909149445086,False
NGC0024,2.34,104.0,8.52,15.96,69.56,0.0,71.36746597715236,4622.222222222223,2176.6304273504275,3.664850821187418,3.337784695927806,False
NGC0024,2.44,107.0,9.2,16.58,69.75,0.0,71.6935066794755,4692.213114754099,2106.5405327868853,3.67137772903169,3.323569819976669,False
NGC0024,2.54,107.0,9.55,17.3,69.69,0.0,71.80519549447658,4507.48031496063,2029.9157874015748,3.6539338387504814,3.307478021250443,False
NGC0024,2.65,106.0,11.2,17.92,69.65,0.0,71.91834884089039,4240.0,1951.7920377358494,3.6273658565927325,3.2904335419806743,False
NGC0024,2.76,107.0,11.2,18.55,69.52,0.0,71.95229600228195,4148.188405797102,1875.7727898550725,3.6178584733052017,3.273180231650618,False
NGC0024,7.07,104.0,3.11,26.32,52.21,0.0,58.469021712356366,1529.8444130127298,483.5398161244696,3.1846472648006614,2.6844322410068053,True
NGC0024,8.49,106.0,2.55,24.76,47.19,0.0,53.29121597411716,1323.439340400471,334.50573616018846,3.121704040285588,2.524403569521951,True
NGC0024,9.91,109.0,4.95,22.59,43.11,0.0,48.670116087800736,1198.8900100908174,239.02928355196772,3.078779341395972,2.3784511097597467,True
NGC0024,11.27,110.0,2.83,20.52,40.05,0.0,45.00080999271013,1073.6468500443657,179.6870363797693,3.0308614542703434,2.2545167458245134,True
NGC0055,1.23,28.7,3.4,13.65,27.5,0.0,30.701343618806,669.6666666666666,766.319105691057,2.8258586820285867,2.884409653421442,False
NGC0055,1.84,37.6,2.6,18.65,32.63,0.0,37.58376511207998,768.3478260869566,767.6844565217392,2.8855578668457857,2.8851827474387135,False
NGC0055,2.46,43.1,1.2,21.85,36.38,0.0,42.437329086548324,755.1260162601627,732.0841056910571,2.878019433218084,2.8645609779699437,False
NGC0055,3.07,50.1,2.8,25.04,38.7,0.0,46.09437709742914,817.5928338762216,692.0819543973942,2.912537076257305,2.8401575254323363,False
NGC0055,3.68,58.1,4.5,28.73,39.68,0.0,48.98893038228126,917.2853260869565,652.1508967391304,2.9625044461071437,2.814348095791534,False
NGC0055,4.3,64.6,4.1,32.28,39.98,0.0,51.38481098534858,970.5023255813951,614.0462325581395,2.9869965804105814,2.7882010711232392,False
NGC0055,4.91,68.5,2.7,34.59,39.99,0.0,52.87407871537811,955.6517311608961,569.3825254582486,2.9802996508618826,2.755404134371331,False
NGC0055,5.52,72.3,0.8,36.37,39.87,0.0,53.96659892933776,946.9728260869566,527.6075724637682,2.976337516859863,2.7223110201109244,False
NGC0055,6.14,74.2,2.4,37.73,39.71,0.0,54.776244851212645,896.684039087948,488.6705211726385,2.9526394394168864,2.6890161412008737,False
NGC0055,6.75,78.9,2.6,38.68,39.75,0.0,55.463545685431974,922.2533333333334,455.7340592592592,2.964850233587816,2.658711486768997,False
NGC0055,7.37,82.4,2.3,39.3,40.35,0.0,56.32594872702989,921.2700135685212,430.4765943012212,2.96438693553518,2.6339495431481814,False
NGC0055,7.98,84.3,4.8,39.72,41.04,0.0,57.11357106677887,890.5375939849623,408.76691729323306,2.949652257898755,2.611475739821404,False
NGC0055,8.59,85.4,7.3,40.39,41.57,0.0,57.96047791383367,849.0291036088475,391.08463329452854,2.9289225775467678,2.592270751757545,False
NGC0055,9.21,85.3,4.6,40.44,42.03,0.0,58.32593334015324,790.0206297502713,369.37182410423446,2.897638432138197,2.5674637641341342,False
NGC0055,9.82,86.8,4.0,39.94,42.44,0.0,58.27827382481399,767.234215885947,345.8612219959266,2.8849279625660342,2.5389018715915093,False
NGC0055,10.43,85.4,5.7,39.15,42.87,0.0,58.0565190138024,699.2483221476512,323.16005752636624,2.8446314329514792,2.509417676768769,False
NGC0055,11.05,85.4,7.0,37.71,43.32,0.0,57.43401866489929,660.0144796380091,298.5218552036199,2.819553463356881,2.4749761319373413,False
NGC0055,11.66,86.2,4.1,36.23,43.95,0.0,56.95801436145751,637.2590051457977,278.23459691252145,2.80431598122643,2.4444111310981826,False
NGC0055,12.28,86.1,6.2,35.41,44.71,0.0,57.033781217801085,603.6815960912052,264.8902442996743,2.7808079361021605,2.4230659638659833,False
NGC0055,12.89,87.4,2.5,34.67,45.88,0.0,57.50637616821286,592.6113266097751,256.55417377812256,2.7727699479154033,2.4091790844135925,False
NGC0055,13.5,86.5,5.5,33.61,48.0,0.0,58.597202151638605,554.2407407407408,254.3431185185185,2.7436984464346224,2.405419991899106,False
NGC0100,0.23,6.81,8.19,-0.86,9.67,0.0,9.708166665236027,201.6352173913043,409.7760869565217,2.304566387807977,2.6125466109567173,False
NGC0100,0.69,20.0,4.09,-1.93,23.77,0.0,23.848224252551802,579.7101449275362,824.2576811594204,2.7632109005907073,2.916063002972737,False
NGC0100,1.15,33.0,4.0,-3.62,34.7,0.0,34.888313229504234,946.9565217391305,1058.4299130434783,2.9763300394021632,3.0246621052593228,False
NGC0100,1.59,42.7,4.0,-4.31,41.73,0.0,41.9519844584258,1146.7232704402516,1106.8987421383647,3.0594586257295964,3.0441078939212507,False
NGC0100,2.05,49.9,4.0,-3.92,46.7,0.0,46.864233696925,1214.639024390244,1071.3445853658538,3.0844472301910257,3.029929179005086,False
NGC0100,2.51,55.5,4.0,3.21,50.33,0.0,50.432261499956546,1227.191235059761,1013.3119521912349,3.0889122447643143,3.005743165260807,False
NGC0100,2.97,61.9,4.0,7.43,53.12,0.0,53.637107490989855,1290.104377104377,968.6664309764309,3.1106248487230235,2.9861742495723664,False
NGC0100,3.42,67.9,4.0,10.05,55.1,0.0,56.00903944900323,1348.073099415205,917.2551169590645,3.1297134425048685,2.9624901431708444,False
NGC0100,3.88,73.1,4.0,11.97,55.08,0.0,56.365657097207695,1377.219072164948,818.8369329896908,3.1390030283215133,2.9131974229400117,False
NGC0100,4.34,76.1,3.0,13.61,54.16,0.0,55.843868956224725,1334.3801843317972,718.5570737327189,3.125279584028635,2.8564612690920526,True
NGC0100,4.79,77.8,5.34,14.82,53.32,0.0,55.34125766550666,1263.6409185803757,639.3851356993737,3.1016236805648147,2.805762535659822,True
NGC0100,5.24,79.0,4.0,15.7,52.48,0.0,54.778101463997444,1191.030534351145,572.6412977099235,3.0759228955971563,2.7578826652377777,True
NGC0100,5.7,78.5,5.6,16.36,50.92,0.0,53.48360496451226,1081.0964912280701,501.8414035087719,3.0338644578180136,2.7005664891300722,True
NGC0100,6.16,79.8,7.15,16.58,49.36,0.0,52.07020261147444,1033.7727272727273,440.1470779220779,3.0144250705370332,2.643597822978552,True
NGC0100,7.16,83.4,5.12,17.02,46.44,0.0,49.460630808755354,971.4469273743018,341.6695530726256,2.987419078967622,2.533606279583971,True
NGC0100,7.52,84.6,4.0,17.46,45.44,0.0,48.679001633147735,951.7499999999999,315.11239361702127,2.978522885486405,2.498465484651731,True
NGC0100,7.98,86.1,5.53,18.01,44.24,0.0,47.76544462265583,928.9736842105261,285.9069799498747,2.96800341155658,2.456224758074713,True
NGC0100,8.44,87.5,10.2,18.77,43.11,0.0,47.0189855271251,907.1386255924172,261.94135071090045,2.9576736594189716,2.4182040626406374,True
NGC0100,8.9,89.0,7.77,19.76,41.91,0.0,46.33471376840478,890.0,241.22535955056176,2.949390006644913,2.382422962398204,True
NGC0100,9.35,90.4,5.16,20.86,40.72,0.0,45.752136562132264,874.0278074866311,223.87786096256684,2.9415252500782088,2.350011148794851,True
NGC0100,9.62,91.2,13.7,21.63,40.12,0.0,45.579285865401616,864.5987525987528,215.95335758835756,2.9368146046190193,2.3343599607371197,True
NGC0247,1.08,34.6,0.9,2.87,22.18,0.0,22.36491225111335,1108.4814814814815,463.13824074074074,3.0447284420986036,2.665710641622329,False
NGC0247,1.61,47.0,0.8,4.22,29.63,0.0,29.9290043269067,1372.0496894409937,556.3635403726707,3.137369839839585,2.7453586620572947,False
NGC0247,2.15,59.1,3.1,5.53,34.54,0.0,34.97988707814821,1624.5627906976745,569.1127906976744,3.2107365018469056,2.755198346400798,False
NGC0247,2.7,64.4,1.4,7.02,38.17,0.0,38.81017005889049,1536.0592592592593,557.8627037037037,3.1864079705606367,2.746527327323409,False
NGC0247,3.22,67.4,2.3,8.74,41.49,0.0,42.40056249626885,1410.7950310559008,558.3253726708075,3.149463921374809,2.7468873644804477,False
NGC0247,3.77,69.8,0.7,10.74,44.33,0.0,45.61245992050856,1292.318302387268,551.8558355437665,3.1113694950405293,2.7418256393142015,False
NGC0247,4.31,71.3,1.1,12.87,46.65,0.0,48.3927618554676,1179.5104408352668,543.3548491879351,3.0717017895429994,2.735083547289052,False
NGC0247,4.85,73.2,1.7,14.02,48.71,0.0,50.68751818741967,1104.7917525773198,529.7370103092784,3.04328042351452,2.724060316170624,False
NGC0247,5.38,75.1,3.0,14.25,50.36,0.0,52.3372916762035,1048.3289962825277,509.1435130111524,3.0204975983419473,2.70684021480024,False
NGC0247,5.92,78.5,3.8,15.4,51.67,0.0,53.916128384742166,1040.9206081081081,491.03866554054053,3.0174176067675855,2.691115690839362,False
NGC0247,6.46,81.4,5.0,17.47,52.6,0.0,55.42527311615162,1025.6904024767803,475.5357430340557,3.0110162917833185,2.6771831656878575,False
NGC0247,6.99,83.5,7.0,20.12,53.23,0.0,56.90559990018557,997.4606580829757,463.2685693848355,2.9988957752215226,2.665832836344386,False
NGC0247,7.53,87.1,7.2,23.34,53.67,0.0,58.525417555110195,1007.4913678618856,454.87709163346614,3.0032413338146258,2.6578940655885956,False
NGC0247,8.07,90.7,4.8,25.63,54.09,0.0,59.8550332052368,1019.3915737298636,443.9436183395291,3.00834103939812,2.6473278174144927,False
NGC0247,8.62,93.1,1.4,27.36,54.75,0.0,61.20565415057664,1005.5232018561485,434.586090487239,3.0023920961379726,2.638075822027512,False
NGC0247,9.14,95.9,2.1,29.31,55.29,0.0,62.578432386885495,1006.2155361050329,428.4529759299781,3.002691018607496,2.63190316368094,False
NGC0247,9.69,98.4,5.2,31.5,55.46,0.0,63.78135777795892,999.2321981424151,419.8205985552116,2.9996664198119176,2.6230637434874384,True
NGC0247,10.23,101.0,8.2,33.45,55.35,0.0,64.67244390001045,997.1652003910068,408.8489736070381,2.998767113853125,2.611562911816976,True
NGC0247,10.76,103.0,9.4,35.18,54.98,0.0,65.27199093026043,985.9665427509294,395.9510037174721,2.993862178079974,2.597641448219359,True
NGC0247,11.3,104.0,9.4,36.44,54.45,0.0,65.51851722986412,957.1681415929203,379.88284070796465,2.980988235114141,2.579649676934164,True
NGC0247,11.84,105.0,8.9,37.01,53.82,0.0,65.3171684934367,931.1655405405405,360.33213682432427,2.9690268957529753,2.556702997129699,True
NGC0247,12.38,105.0,8.4,37.01,53.2,0.0,64.80725345206352,890.5492730210016,339.2552584814216,2.9496579534557767,2.53052658798031,True
NGC0247,12.91,105.0,9.0,36.33,52.54,0.0,63.8773864524841,853.9891556932611,316.0589078233927,2.9314523558734558,2.4997680350182443,True
NGC0247,13.48,106.0,8.4,35.29,51.7,0.0,62.596118889273,833.5311572700297,290.6731528189911,2.9209218383302393,2.463404921275065,True
NGC0247,14.01,108.0,7.7,34.03,50.9,0.0,61.22786048850637,832.5481798715203,267.5839329050678,2.920409375688125,2.4274600326377964,True
NGC0247,14.54,107.0,9.2,32.65,50.18,0.0,59.86697670669532,787.4140302613481,246.49621045392024,2.8962031488474005,2.3918102469738893,True
NGC0289,1.5,164.0,28.2,3.86,179.05,0.0,179.09160253903588,17930.666666666668,21382.534733333337,4.253596437039715,4.330059186160426,False
NGC0289,2.52,194.0,32.0,5.64,226.49,0.0,226.56021208499962,14934.920634920634,20368.860992063495,4.174202919078908,4.308966744331926,False
NGC0289,3.46,175.0,25.2,6.85,215.85,0.0,215.95866502643509,8851.156069364162,13479.232658959536,3.946999998579812,4.129665169538688,False
NGC0289,4.32,185.0,31.5,7.4,220.68,0.0,220.8040361949935,7922.4537037037035,11285.745925925927,3.8988597099911155,4.052530268846443,False
NGC0289,5.43,175.0,27.9,6.0,221.66,0.0,221.74119058037007,5639.963167587477,9055.093112338858,3.751276267783742,3.9568929204664274,False
NGC0289,6.38,167.0,27.2,4.74,211.57,0.0,211.6230906588409,4371.316614420063,7019.487852664578,3.6406122635740044,3.8463054268198955,False
NGC0289,7.57,176.0,7.18,7.37,198.06,0.0,198.1970749027341,4091.9418758256274,5189.1784015852045,3.6119294561282267,3.715098601797675,False
NGC0289,10.6,185.0,4.29,21.99,170.85,0.0,172.25934691621237,3228.7735849056603,2799.3662830188678,3.5090375915412575,3.447059727435935,False
NGC0289,13.57,183.0,4.22,32.44,151.82,0.0,155.24711269456833,2467.870302137067,1776.0991893883565,3.3923223318011217,3.24946721606034,False
NGC0289,16.64,172.0,4.33,38.81,136.17,0.0,141.59267283302478,1777.8846153846152,1204.8368389423074,3.2499035718603926,3.0809282379940504,False
NGC0289,19.71,161.0,4.24,42.5,127.01,0.0,133.93203537615636,1315.1192288178588,910.0857483510908,3.1189651277842563,2.9590823135093096,True
NGC0289,22.68,156.0,5.08,49.56,119.49,0.0,129.36017045443313,1073.015873015873,737.8330555555555,3.0306061464880543,2.8679581080929966,True
NGC0289,25.75,159.0,6.49,54.94,111.5,0.0,124.3006580835355,981.7864077669902,600.0253825242718,2.992017015263693,2.7781696224787513,True
NGC0289,28.72,173.0,6.97,55.53,105.68,0.0,119.3810843475632,1042.0961002785516,496.2340981894151,3.0179077706873283,2.6956866030371853,True
NGC0289,31.79,177.0,6.57,60.71,100.59,0.0,117.49064728734795,985.4985844605222,434.2262409562756,2.9936560048088405,2.6377160649916287,True
NGC0289,34.77,179.0,4.47,65.78,96.09,0.0,116.4486861239748,921.512798389416,389.9998993385102,2.964501371276528,2.5910644949323065,True
NGC0289,37.84,181.0,4.26,67.48,92.02,0.0,114.11060774529247,865.7769556025369,344.1128646934461,2.937406022008614,2.5367009090665484,True
NGC0289,40.81,182.0,4.26,68.67,88.49,0.0,112.0091469479167,811.663807890223,307.4258515069835,2.909376181196879,2.4877403846171133,True
NGC0289,43.88,182.0,4.83,68.27,85.15,0.0,109.13897287403799,754.876937101185,271.4520373746581,2.877876157067476,2.4336931055873925,True
NGC0289,46.85,180.0,5.5,67.18,82.29,0.0,106.22992280897131,691.5688367129135,240.8707897545358,2.839835414982815,2.381784136579533,True
NGC0289,49.92,177.0,8.5,65.98,79.64,0.0,103.42093598493489,627.5841346153846,214.26061698717947,2.797671956049246,2.330942351177292,True
NGC0289,52.99,175.0,11.0,65.09,77.21,0.0,100.98560392451985,577.9392338177014,192.45314587658046,2.761882177858259,2.2843250145507614,True
NGC0289,55.96,172.0,11.6,64.29,75.06,0.0,98.82918445479554,528.6633309506791,174.53909399571123,2.723179187995308,2.2418927172839376,True
NGC0289,59.03,168.0,12.6,62.6,72.97,0.0,96.14250308786431,478.1297645265119,156.5878519396917,2.679545780230531,2.194758066532897,True
NGC0289,62.0,158.0,5.38,59.81,71.15,0.0,92.94922592469504,402.64516129032256,139.34771935483872,2.6049224844105914,2.1440998651934637,True
NGC0289,65.07,158.0,6.5,57.13,69.42,0.0,89.9053574599423,383.6483786691256,124.21966036575998,2.5839333671749896,2.0941903374881994,True
NGC0289,68.05,166.0,15.5,55.14,67.85,0.0,87.43021274136304,404.9375459221161,112.32978839088905,2.607388046540757,2.05049494075196,True
NGC0289,71.12,165.0,8.75,53.24,66.34,0.0,85.06170231073442,382.8037120359955,101.73640607424072,2.5829761404656555,2.007476391741434,True
NGC0300,0.91,33.1,3.9,0.0,31.52,0.0,31.52,1203.967032967033,1091.7696703296704,3.080614595230344,3.038131025313942,False
NGC0300,1.36,46.7,2.7,0.0,37.5,0.0,37.5,1603.5955882352941,1034.0073529411764,3.2050948527620067,3.0145236270852203,False
NGC0300,1.82,53.9,4.7,0.0,42.04,0.0,42.04,1596.2692307692307,971.0778021978022,3.2031061423884024,2.987254026727334,False
NGC0300,2.27,58.8,2.5,2.86,46.16,0.0,46.24851565185633,1523.101321585903,942.2577973568281,3.182728794959154,2.9741697400033433,False
NGC0300,2.72,65.6,2.6,7.4,48.37,0.0,48.932779401951,1582.1176470588232,880.3003308823529,3.199238774717122,2.944630865096484,False
NGC0300,3.17,70.8,2.7,8.38,49.78,0.0,50.480419966557335,1581.2744479495266,803.871545741325,3.1990072531617866,2.905186656419212,False
NGC0300,3.63,82.1,4.9,8.42,50.48,0.0,51.177405170641464,1856.8622589531678,721.5225344352616,3.268779689202769,2.858249899432367,False
NGC0300,4.08,84.1,6.6,9.19,50.65,0.0,51.47697155039329,1733.531862745098,649.4800490196077,3.2389318285059443,2.8125658147873795,False
NGC0300,4.54,83.4,6.2,12.0,50.39,0.0,51.799151537452815,1532.0616740088108,591.002665198238,3.1852762484183734,2.77158943938934,True
NGC0300,4.99,81.5,2.7,12.98,49.84,0.0,51.50248537692138,1331.1122244488977,531.5643286573147,3.124214671856563,2.7255558293303634,True
NGC0300,5.45,80.8,4.0,13.57,49.05,0.0,50.89250828953118,1197.915596330275,475.2380550458714,3.07842621927253,2.676911209823943,True
NGC0300,5.9,82.8,12.4,15.44,48.12,0.0,50.53640272120681,1162.0067796610167,432.8691525423728,3.065208661927616,2.6363566378853065,True
NGC0300,6.36,88.2,11.7,20.16,47.07,0.0,51.20557098597769,1223.1509433962265,412.2658018867924,3.0874800546152255,2.6151773108677148,True
NGC0300,6.81,88.5,8.5,24.2,45.98,0.0,51.959603539673004,1150.1101321585904,396.44646108663727,3.0607394294828656,2.5981845454377255,True
NGC0300,7.26,88.4,8.9,27.05,44.86,0.0,52.38436885178631,1076.3856749311296,377.97825068870526,3.0319679093260525,2.5774668107429637,True
NGC0300,7.71,88.2,10.8,28.23,43.73,0.0,52.05041594454361,1008.9805447470818,351.3937483787289,3.0038827922126825,2.545794030725661,True
NGC0300,8.17,89.5,3.1,27.84,42.59,0.0,50.88195849218071,980.4467564259486,316.88784577723385,2.9914240140994086,2.5009055821593558,True
NGC0300,8.62,89.7,9.5,26.95,41.5,0.0,49.48285056461481,933.4211136890953,284.0548143851508,2.9700776202634716,2.453402154441251,True
NGC0300,9.07,93.7,7.3,26.46,40.45,0.0,48.335640059897834,967.9922822491732,257.5892061742007,2.985871894715461,2.41092766071729,True
NGC0300,9.53,97.0,5.7,26.26,39.41,0.0,47.357530552173,987.3032528856244,235.3342812172088,2.9944505678941633,2.3716851955952047,True
NGC0300,9.96,96.2,1.5,25.18,38.5,0.0,46.003069462808675,929.1606425702811,212.47815261044175,2.968090805651927,2.3273142817345214,True
NGC0300,10.45,94.8,2.1,24.1,37.5,0.0,44.57645118221055,860.0038277511961,190.14928229665074,2.9345003842290596,2.279094690540699,True
NGC0300,10.93,92.5,13.9,23.02,36.62,0.0,43.25441942738337,782.8225068618482,171.17518755718206,2.8936633035283625,2.233440812397423,True
NGC0300,11.32,92.8,10.6,22.03,35.97,0.0,42.18011142706951,760.7632508833922,157.1697703180212,2.8812495255854715,2.1963690185064846,True
NGC0300,11.8,93.5,12.1,21.74,35.19,0.0,41.36379697271516,740.8686440677966,144.99692372881353,2.86974121443891,2.1613587882917096,True
NGC0801,1.17,123.0,6.2,2.58,183.66,0.0,183.67812063498474,12930.769230769232,28835.600000000002,4.111624361132634,4.459928992472359,False
NGC0801,1.56,142.0,6.2,3.43,210.66,0.0,210.68792205534706,12925.641025641025,28454.743910256413,4.111452090411651,4.454154681356644,False
NGC0801,1.96,205.0,6.2,4.28,232.37,0.0,232.4094131054076,21441.326530612245,27558.23229591837,4.331251650755033,4.4402513566046125,False
NGC0801,2.73,228.0,6.2,5.96,264.64,0.0,264.70710455142677,19041.75824175824,25666.612161172157,4.2797070469601515,4.4093685481881195,False
NGC0801,3.52,238.0,6.2,7.61,281.54,0.0,281.64283001702705,16092.045454545454,22534.853323863637,4.206611250634893,4.352854735655545,False
NGC0801,10.59,229.0,4.2,23.2,269.17,0.0,270.16796423706495,4951.935788479698,6892.420103871578,3.694775004572291,3.8383717405161053,False
NGC0801,17.65,225.0,6.9,37.46,243.6,0.0,246.46340823740957,2868.271954674221,3441.5983909348447,3.4576203264988834,3.536760189995886,False
NGC0801,24.61,220.0,4.0,47.21,226.69,0.0,231.55375229090976,1966.6802112962212,2178.6729053230392,3.29373374794161,3.3381920324140104,True
NGC0801,31.67,222.0,2.4,59.26,219.45,0.0,227.31047072231408,1556.1730344174296,1631.5140543100727,3.192057885529365,3.2125908192719304,True
NGC0801,38.74,219.0,4.1,61.77,202.4,0.0,211.61590890100868,1238.022715539494,1155.9445766649458,3.0927286132971448,3.062937011744018,True
NGC0801,45.8,214.0,4.7,58.45,183.36,0.0,192.45075240175083,999.9126637554585,808.6745000000002,2.9999620686945123,2.907773748682654,True
NGC0801,52.86,216.0,2.6,58.96,169.7,0.0,179.65069329117546,882.633371169126,610.5632160423761,2.9457803435061702,2.7857306362695122,True
NGC0801,59.82,216.0,8.8,66.89,158.21,0.0,171.7692527782548,779.9398194583752,493.2242761618188,2.8920610936065625,2.6930444441273758,True
NGC0891,0.92,234.0,12.0,-5.19,121.44,254.98,282.470193294797,59517.391304347824,86727.61967391304,4.77464388747473,4.938157426908354,False
NGC0891,2.32,192.0,12.0,-10.42,280.89,185.98,337.04054489037367,15889.655172413793,48963.934870689656,4.2011144725162,4.689876311587671,False
NGC0891,3.24,212.0,6.3,-11.44,325.09,158.37,361.794746506911,13871.604938271605,40399.826728395055,4.14212671165089,4.606379502460524,False
NGC0891,4.17,223.0,4.41,-11.64,311.44,139.66,341.5190753091253,11925.419664268586,27970.09083932854,4.076473671122564,4.44669387684543,False
NGC0891,5.1,222.0,4.01,-11.54,293.95,126.35,320.16260962204814,9663.529411764706,20098.842470588235,3.985135772803341,4.303171046320397,False
NGC0891,6.03,224.0,3.85,-11.44,280.55,116.3,303.9158865541583,8321.06135986733,15317.556567164182,3.9201787245281743,4.185189492840251,False
NGC0891,6.96,224.0,3.23,-9.02,271.7,108.06,292.53925206713717,7209.19540229885,12295.86408045977,3.8578867970577635,4.089759053789626,True
NGC0891,7.89,226.0,3.4,6.44,260.33,101.6,279.5277132951221,6473.510773130545,9903.135931558934,3.8111398750853813,3.9957727402658483,True
NGC0891,8.8,226.0,3.21,16.24,254.4,96.17,272.4550724431461,5804.090909090909,8435.428011363636,3.7637342061446333,3.926107123470196,True
NGC0891,9.73,227.0,2.75,25.64,241.26,91.46,259.2850338912757,5295.889003083247,6909.427420349434,3.7239388741178936,3.839442059170741,True
NGC0891,10.64,227.0,2.65,32.27,231.49,87.46,249.55605502571962,4842.951127819549,5853.216597744361,3.685110086427216,3.7673945954390864,True
NGC0891,11.58,224.0,2.35,35.44,224.36,83.84,242.12093837584558,4332.987910189982,5062.396269430053,3.636787477276908,3.7043561374423453,True
NGC0891,12.52,220.0,2.43,42.18,213.5,80.63,232.08317323752706,3865.8146964856232,4302.124544728435,3.5872410327700015,3.633682978879285,True
